polysemy	perc_correct	num
1	100.0	244
2	80.2469135802	243
3	58.9743589744	156
4	65.9685863874	191
5	62.5	168
6	42.8571428571	91
7	51.9230769231	104
8	46.6666666667	45
9	52.2727272727	44
10	50.8771929825	57
11	55.7142857143	70
12	25.9259259259	27
13	42.8571428571	7
14	18.1818181818	22
15	33.3333333333	3
16	33.3333333333	3
17	14.2857142857	7
20	50.0	20
26	54.5454545455	11
30	0.0	1
