polysemy	perc_correct	num
0	0.0	2
10+	46.3768115942	138
2	76.0330578512	121
3	69.4117647059	85
4	74.7572815534	103
5	48.275862069	58
6	70.7865168539	89
7	57.4468085106	47
8	29.1666666667	24
9	35.2941176471	17
1	97.4789915966	119
