polysemy	perc_correct	num
0	0.0	2
1	97.4789915966	119
2	73.5537190083	121
3	76.4705882353	85
4	70.8737864078	103
5	44.8275862069	58
6	67.4157303371	89
7	63.829787234	47
8	20.8333333333	24
9	35.2941176471	17
10	51.2195121951	41
11	66.6666666667	21
12	33.3333333333	15
13	6.66666666667	15
14	40.0	5
15	83.3333333333	6
16	0.0	6
17	0.0	1
19	33.3333333333	3
20	80.0	5
21	100.0	1
24	0.0	2
25	50.0	2
26	0.0	1
27	50.0	2
30	33.3333333333	3
35	100.0	1
44	0.0	6
49	0.0	2
