polysemy	perc_correct	num
10+	38.5964912281	228
2	72.4279835391	243
3	53.8461538462	156
4	57.5916230366	191
5	41.0714285714	168
6	53.8461538462	91
1	100.0	244
8	42.2222222222	45
9	50.0	44
7	53.8461538462	104
