settings	FP	TN	num_instances	TP	TP_rate	gold	TN_rate	FN	accuracy
baseline	346.0	0.0	513.0	1.0	0.0	0.0	0.597206053551
num_senses-idf-jex-pos	188.0	158.0	385.0	0.750487329435	0.275741710297	128.0	0.632130384168
num_senses-idf-jex-sense_entropy	169.0	177.0	388.0	0.756335282651	0.317773788151	125.0	0.657741559953
num_senses-idf-jex-correlation_confidences_semcor_and_UKB	192.0	154.0	382.0	0.744639376218	0.268292682927	131.0	0.62398137369
num_senses-idf-jex-MFS_confidence_UKB	187.0	159.0	421.0	0.820662768031	0.261513157895	92.0	0.675203725262
num_senses-idf-jex-Entropy_sense_ranking_UKB	202.0	144.0	424.0	0.826510721248	0.230031948882	89.0	0.661233993015
num_senses-idf-jex-SuperSense_for_MFS	183.0	163.0	388.0	0.756335282651	0.285464098074	125.0	0.641443538999
num_senses-idf-jex-WND_for_MFS	170.0	176.0	377.0	0.734892787524	0.321755027422	136.0	0.643771827707
num_senses-idf-jex-ratio_WND	172.0	174.0	376.0	0.732943469786	0.317518248175	137.0	0.640279394645
num_senses-idf-pos-sense_entropy	215.0	131.0	433.0	0.844054580897	0.202160493827	80.0	0.6565774156
num_senses-idf-pos-correlation_confidences_semcor_and_UKB	222.0	124.0	442.0	0.861598440546	0.186746987952	71.0	0.658905704307
num_senses-idf-pos-MFS_confidence_UKB	178.0	168.0	417.0	0.812865497076	0.282352941176	96.0	0.681024447031
num_senses-idf-pos-Entropy_sense_ranking_UKB	196.0	150.0	406.0	0.791423001949	0.249169435216	107.0	0.647264260768
num_senses-idf-pos-SuperSense_for_MFS	220.0	126.0	437.0	0.851851851852	0.191780821918	76.0	0.655413271246
num_senses-idf-pos-WND_for_MFS	220.0	126.0	437.0	0.851851851852	0.191780821918	76.0	0.655413271246
num_senses-idf-pos-ratio_WND	210.0	136.0	445.0	0.867446393762	0.207633587786	68.0	0.676367869616
num_senses-idf-sense_entropy-correlation_confidences_semcor_and_UKB	215.0	131.0	438.0	0.853801169591	0.200612557427	75.0	0.662398137369
num_senses-idf-sense_entropy-MFS_confidence_UKB	183.0	163.0	403.0	0.785575048733	0.278156996587	110.0	0.658905704307
num_senses-idf-sense_entropy-Entropy_sense_ranking_UKB	198.0	148.0	404.0	0.787524366472	0.24584717608	109.0	0.642607683353
num_senses-idf-sense_entropy-SuperSense_for_MFS	217.0	129.0	438.0	0.853801169591	0.196946564885	75.0	0.660069848661
num_senses-idf-sense_entropy-WND_for_MFS	217.0	129.0	437.0	0.851851851852	0.197247706422	76.0	0.658905704307
num_senses-idf-sense_entropy-ratio_WND	216.0	130.0	445.0	0.867446393762	0.196671709531	68.0	0.669383003492
