settings	FP	TN	num_instances	TP	TP_rate	gold	TN_rate	FN	accuracy
baseline	616.0	0.0	687.0	1.0	0.0	0.0	0.527244819647
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-idf	407.0	209.0	617.0	0.898107714702	0.2041015625	70.0	0.63392171911
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-jex	374.0	242.0	453.0	0.659388646288	0.292623941959	234.0	0.533384497314
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-pos	549.0	67.0	651.0	0.947598253275	0.0558333333333	36.0	0.551036070606
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-sense_entropy	406.0	210.0	591.0	0.860262008734	0.210631895687	96.0	0.614735226401
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-correlation_confidences_semcor_and_IMS	383.0	233.0	538.0	0.783114992722	0.252985884908	149.0	0.59171143515
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-SuperSense_for_MFS	464.0	152.0	632.0	0.919941775837	0.138686131387	55.0	0.601688411358
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-WND_for_MFS	493.0	123.0	638.0	0.928675400291	0.10875331565	49.0	0.584036838066
MFS_confidence_IMS-Entropy_sense_ranking_IMS-num_senses-ratio_WND	483.0	133.0	621.0	0.903930131004	0.120471014493	66.0	0.578664620107
MFS_confidence_IMS-Entropy_sense_ranking_IMS-idf-jex	410.0	206.0	534.0	0.777292576419	0.218220338983	153.0	0.56792018419
MFS_confidence_IMS-Entropy_sense_ranking_IMS-idf-pos	454.0	162.0	624.0	0.908296943231	0.150278293135	63.0	0.603223330775
MFS_confidence_IMS-Entropy_sense_ranking_IMS-idf-sense_entropy	406.0	210.0	583.0	0.848617176128	0.212335692619	104.0	0.608595548734
MFS_confidence_IMS-Entropy_sense_ranking_IMS-idf-correlation_confidences_semcor_and_IMS	370.0	246.0	561.0	0.816593886463	0.264232008593	126.0	0.619339984651
MFS_confidence_IMS-Entropy_sense_ranking_IMS-idf-SuperSense_for_MFS	431.0	185.0	611.0	0.889374090247	0.17754318618	76.0	0.610897927859
MFS_confidence_IMS-Entropy_sense_ranking_IMS-idf-WND_for_MFS	441.0	175.0	619.0	0.901018922853	0.165094339623	68.0	0.609363008442
MFS_confidence_IMS-Entropy_sense_ranking_IMS-idf-ratio_WND	416.0	200.0	610.0	0.887918486172	0.194931773879	77.0	0.621642363776
MFS_confidence_IMS-Entropy_sense_ranking_IMS-jex-pos	413.0	203.0	518.0	0.754002911208	0.218045112782	169.0	0.553338449731
MFS_confidence_IMS-Entropy_sense_ranking_IMS-jex-sense_entropy	357.0	259.0	510.0	0.742358078603	0.298731257209	177.0	0.590176515733
MFS_confidence_IMS-Entropy_sense_ranking_IMS-jex-correlation_confidences_semcor_and_IMS	381.0	235.0	525.0	0.764192139738	0.259381898455	162.0	0.583269378358
MFS_confidence_IMS-Entropy_sense_ranking_IMS-jex-SuperSense_for_MFS	433.0	183.0	491.0	0.714701601164	0.198051948052	196.0	0.517267843438
MFS_confidence_IMS-Entropy_sense_ranking_IMS-jex-WND_for_MFS	425.0	191.0	476.0	0.692867540029	0.211986681465	211.0	0.51189562548
MFS_confidence_IMS-Entropy_sense_ranking_IMS-jex-ratio_WND	430.0	186.0	526.0	0.765647743814	0.194560669456	161.0	0.546431312356
MFS_confidence_IMS-Entropy_sense_ranking_IMS-pos-sense_entropy	428.0	188.0	588.0	0.855895196507	0.185039370079	99.0	0.595548733691
MFS_confidence_IMS-Entropy_sense_ranking_IMS-pos-correlation_confidences_semcor_and_IMS	387.0	229.0	542.0	0.788937409025	0.246501614639	145.0	0.59171143515
MFS_confidence_IMS-Entropy_sense_ranking_IMS-pos-SuperSense_for_MFS	616.0	0.0	687.0	1.0	0.0	0.0	0.527244819647
MFS_confidence_IMS-Entropy_sense_ranking_IMS-pos-WND_for_MFS	612.0	4.0	687.0	1.0	0.00307929176289	0.0	0.53031465848
MFS_confidence_IMS-Entropy_sense_ranking_IMS-pos-ratio_WND	546.0	70.0	649.0	0.944687045124	0.0585774058577	38.0	0.551803530315
MFS_confidence_IMS-Entropy_sense_ranking_IMS-sense_entropy-correlation_confidences_semcor_and_IMS	380.0	236.0	578.0	0.84133915575	0.246346555324	109.0	0.624712202609
MFS_confidence_IMS-Entropy_sense_ranking_IMS-sense_entropy-SuperSense_for_MFS	403.0	213.0	561.0	0.816593886463	0.220954356846	126.0	0.594013814275
